Status,ASN,Description,Address,IPv4 prefixes,IPv6 prefixes,RRC,Place,IXP
Up,AS31027,NIANET-AS - Nianet A/S,194.68.123.22,434,0,7,Stockholm Sweden,Netnod
Up,AS31027,NIANET-AS - Nianet A/S,2001:7f8:d:ff::22,0,119,7,Stockholm Sweden,Netnod
Up,AS31133,MF-MGSM-AS - PJSC MegaFon,194.68.123.35,9799,0,7,Stockholm Sweden,Netnod
Up,AS31133,MF-MGSM-AS - PJSC MegaFon,2001:7f8:d:ff::35,0,630,7,Stockholm Sweden,Netnod
Up,AS39651,COMHEM-SWEDEN - Com Hem AB,194.68.123.156,19,0,7,Stockholm Sweden,Netnod
Up,AS39651,COMHEM-SWEDEN - Com Hem AB,2001:7f8:d:ff::156,0,3,7,Stockholm Sweden,Netnod
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,194.68.123.18,735792,0,7,Stockholm Sweden,Netnod
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,2001:7f8:d:ff::18,0,62882,7,Stockholm Sweden,Netnod
Up,AS49515,SERVERCENTRALEN - Nordiska Servercentralen AB,194.68.123.125,733398,60739,7,Stockholm Sweden,Netnod
Up,AS57463,NETIX - NetIX Communications Ltd.,194.68.123.249,6033,0,7,Stockholm Sweden,Netnod
Up,AS57463,NETIX - NetIX Communications Ltd.,2001:7f8:d:ff::249,0,180,7,Stockholm Sweden,Netnod
Up,AS5392,TELNET-ITALY - TELNET S.r.l.,2001:7f8:b:100:1d1:a5d0:5392:5,0,5,10,Milan Italy,MIX
Up,AS5392,TELNET-ITALY - TELNET S.r.l.,217.29.66.5,730882,0,10,Milan Italy,MIX
Up,AS5396,AS-IRIDEOS-MC - IRIDEOS S.P.A.,2001:7f8:b:100:1d1:a5d0:5396:4,0,29466,10,Milan Italy,MIX
Up,AS5396,AS-IRIDEOS-MC - IRIDEOS S.P.A.,217.29.66.4,731446,0,10,Milan Italy,MIX
Up,AS5602,AS-IRIDEOS-KP - IRIDEOS S.P.A.,2001:7f8:b:100:1d1:a5d0:5602:10,0,9,10,Milan Italy,MIX
Up,AS5602,AS-IRIDEOS-KP - IRIDEOS S.P.A.,217.29.66.10,731198,0,10,Milan Italy,MIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,2001:7f8:b:100:1d1:a5d0:6939:125,0,63269,10,Milan Italy,MIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,217.29.66.125,115950,0,10,Milan Italy,MIX
Up,AS8220,COLT - COLT Technology Services Group Limited,2001:7f8:b:100:1d1:a5d0:8220:68,0,324,10,Milan Italy,MIX
Up,AS8220,COLT - COLT Technology Services Group Limited,217.29.66.68,3489,0,10,Milan Italy,MIX
Up,AS8224,INTERCOM-AS - Intercom s.r.l.,217.29.66.54,4,0,10,Milan Italy,MIX
Up,AS8816,IT-STCOM - Metrolink S.R.L.,217.29.66.62,11,0,10,Milan Italy,MIX
Up,AS9026,ULI-MAIN - Utility Line Italia S.r.l.,217.29.66.24,5,0,10,Milan Italy,MIX
Up,AS12637,SEEWEB - SEEWEB s.r.l.,2001:7f8:b:100:1d1:a5d1:2637:86,0,63205,10,Milan Italy,MIX
Up,AS12637,SEEWEB - SEEWEB s.r.l.,217.29.66.86,733804,0,10,Milan Italy,MIX
Up,AS12779,ITGATE - IT.Gate S.p.A.,2001:7f8:b:100:1d1:a5d1:2779:65,0,63102,10,Milan Italy,MIX
Up,AS12779,ITGATE - IT.Gate S.p.A.,217.29.66.65,733938,0,10,Milan Italy,MIX
Up,AS15605,CONNESI - Connesi s.p.a.,2001:7f8:b:100:1d1:a5d1:5605:120,0,64884,10,Milan Italy,MIX
Up,AS15605,CONNESI - Connesi s.p.a.,217.29.66.120,742025,0,10,Milan Italy,MIX
Up,AS16004,MIXITA-AS - MIX S.r.L. - Milan Internet eXchange,2001:7f8:b:100:1d1:a5d1:6004:1,0,1,10,Milan Italy,MIX
Up,AS20811,BRENNERCOM-AS - Brennercom S.p.A.,2001:7f8:b:100:1d1:a5d2:811:88,0,62728,10,Milan Italy,MIX
Up,AS20811,BRENNERCOM-AS - Brennercom S.p.A.,217.29.66.88,732193,0,10,Milan Italy,MIX
Up,AS20912,"ASN-PANSERVICE - Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",2001:7f8:b:100:1d1:a5d2:912:54,0,64597,10,Milan Italy,MIX
Up,AS20912,"ASN-PANSERVICE - Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",217.29.67.54,737650,0,10,Milan Italy,MIX
Up,AS21320,GEANT_IAS_VRF - GEANT Vereniging,2001:7f8:b:100:1d1:a5d2:965:183,0,181,10,Milan Italy,MIX
Up,AS21320,GEANT_IAS_VRF - GEANT Vereniging,217.29.66.183,1453,0,10,Milan Italy,MIX
Up,AS24482,SGGS-AS-AP SG.GS,2001:7f8:b:100:1d1:a5d2:4482:158,0,64882,10,Milan Italy,MIX
Up,AS24482,SGGS-AS-AP SG.GS,217.29.66.158,738985,0,10,Milan Italy,MIX
Up,AS24880,EPRESS-AS - EPRESS S.P.A.,217.29.66.60,1,0,10,Milan Italy,MIX
Up,AS28929,ASDASD-AS - ASDASD srl a socio unico,2001:7f8:b:100:1d1:a5d2:8929:30,0,1,10,Milan Italy,MIX
Up,AS28929,ASDASD-AS - ASDASD srl a socio unico,217.29.66.30,129358,0,10,Milan Italy,MIX
Up,AS29449,IP-TELECOM-AS - ip telecom srl,2001:7f8:b:100:1d1:a5d2:9449:87,0,1,10,Milan Italy,MIX
Up,AS29449,IP-TELECOM-AS - ip telecom srl,217.29.66.87,2,0,10,Milan Italy,MIX
Up,AS32934,FACEBOOK - Facebook,217.29.66.131,35,0,10,Milan Italy,MIX
Up,AS41497,AS_INTERACTIVE - Qcom spa,2001:7f8:b:100:1d1:a5d4:1497:108,0,64613,10,Milan Italy,MIX
Up,AS41497,AS_INTERACTIVE - Qcom spa,217.29.66.108,731569,0,10,Milan Italy,MIX
Up,AS49605,DTS-AS - Digital Telecommunication Services S.r.l.,2001:7f8:b:100:1d1:a5d4:9605:127,0,64869,10,Milan Italy,MIX
Up,AS49605,DTS-AS - Digital Telecommunication Services S.r.l.,217.29.66.127,747206,0,10,Milan Italy,MIX
Up,AS50877,AIRBEAM-AS - Airbeam S.r.l.,2001:7f8:b:100:1d1:a5d5:877:225,0,62542,10,Milan Italy,MIX
Up,AS50877,AIRBEAM-AS - Airbeam S.r.l.,217.29.66.225,732125,0,10,Milan Italy,MIX
Up,AS51185,ONECOM-AS - Onecom Global Communications LTD,217.29.66.102,739939,0,10,Milan Italy,MIX
Up,AS57111,ALTITUD - ALTITUD S.r.l.,2001:7f8:b:100:1d1:a5d5:7111:13,0,1,10,Milan Italy,MIX
Up,AS57111,ALTITUD - ALTITUD S.r.l.,217.29.67.13,2,0,10,Milan Italy,MIX
Up,AS57463,NETIX - NetIX Communications Ltd.,217.29.66.216,6387,0,10,Milan Italy,MIX
Up,AS60501,SIRIUSTEC-IT - Sirius Technology SRL,2001:7f8:b:100:1d1:a5d6:501:138,0,63235,10,Milan Italy,MIX
Up,AS60501,SIRIUSTEC-IT - Sirius Technology SRL,217.29.66.138,735481,0,10,Milan Italy,MIX
Up,AS62166,SPADHAUSEN - Spadhausen SRL Unipersonale,2001:7f8:b:100:1d1:a5d6:2166:36,0,1,10,Milan Italy,MIX
Up,AS62166,SPADHAUSEN - Spadhausen SRL Unipersonale,217.29.67.36,9,0,10,Milan Italy,MIX
Up,AS196753,FIBERTELECOM-AS - Fiber Telecom S.p.A.,2001:7f8:b:100:1d1:a519:6753:51,0,62305,10,Milan Italy,MIX
Up,AS196753,FIBERTELECOM-AS - Fiber Telecom S.p.A.,217.29.67.51,727910,0,10,Milan Italy,MIX
Up,AS199324,DODONET - EL.COM. S.R.L.,2001:7f8:b:100:1d1:a519:9324:23,0,2,10,Milan Italy,MIX
Up,AS199324,DODONET - EL.COM. S.R.L.,217.29.67.23,9,0,10,Milan Italy,MIX
Up,AS201950,NEXTIT - Next.it S.r.l.,2001:7f8:b:100:1d1:a520:1950:12,0,2,10,Milan Italy,MIX
Up,AS201950,NEXTIT - Next.it S.r.l.,217.29.67.12,6,0,10,Milan Italy,MIX
Up,AS202032,GOLINE - GOLINE SA,2001:7f8:b:100:1d1:a520:2032:192,0,63278,10,Milan Italy,MIX
Up,AS202032,GOLINE - GOLINE SA,217.29.66.192,130095,0,10,Milan Italy,MIX
Up,AS203201,IT-SUPERNAP - SUPERNAP Italia S.r.l.,2001:7f8:b:100:1d1:a520:3201:218,0,4,10,Milan Italy,MIX
Up,AS203201,IT-SUPERNAP - SUPERNAP Italia S.r.l.,217.29.66.218,22,0,10,Milan Italy,MIX
Up,AS2497,IIJ Internet Initiative Japan Inc.,198.32.160.42,737402,0,11,New York City US,NYIIX
Up,AS2497,IIJ Internet Initiative Japan Inc.,2001:504:1::a500:2497:1,0,62702,11,New York City US,NYIIX
Up,AS2516,KDDI KDDI CORPORATION,198.32.160.25,6063,0,11,New York City US,NYIIX
Up,AS6233,XTOM - xTom,198.32.160.187,159847,0,11,New York City US,NYIIX
Up,AS6233,XTOM - xTom,2001:504:1::a500:6233:1,0,63467,11,New York City US,NYIIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,198.32.160.61,130162,0,11,New York City US,NYIIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,2001:504:1::a500:6939:1,0,63479,11,New York City US,NYIIX
Up,AS8966,ETISALAT-AS - Emirates Telecommunications Corporation,198.32.160.45,3580,0,11,New York City US,NYIIX
Up,AS9002,RETN-AS - RETN Limited,198.32.160.182,740692,0,11,New York City US,NYIIX
Up,AS9002,RETN-AS - RETN Limited,2001:504:1::a500:9002:1,0,63269,11,New York City US,NYIIX
Up,AS9304,HUTCHISON-AS-AP HGC Global Communications Limited,198.32.160.39,733993,0,11,New York City US,NYIIX
Up,AS9304,HUTCHISON-AS-AP HGC Global Communications Limited,2001:504:1::a500:9304:1,0,64828,11,New York City US,NYIIX
Up,AS10310,YAHOO-1 - Yahoo!,198.32.160.121,254,0,11,New York City US,NYIIX
Up,AS10310,YAHOO-1 - Yahoo!,2001:504:1::a501:310:1,0,92,11,New York City US,NYIIX
Up,AS10848,DELL-SERVICES - Dell Marketing USA,198.32.160.108,4,0,11,New York City US,NYIIX
Up,AS10848,DELL-SERVICES - Dell Marketing USA,2001:504:1::a501:848:1,0,1,11,New York City US,NYIIX
Up,AS11403,NYINTERNET - NYI,198.32.160.87,72,0,11,New York City US,NYIIX
Up,AS13030,INIT7 - Init7 (Switzerland) Ltd.,198.32.160.103,733714,0,11,New York City US,NYIIX
Up,AS13030,INIT7 - Init7 (Switzerland) Ltd.,2001:504:1::a501:3030:1,0,50381,11,New York City US,NYIIX
Up,AS15547,NETPLUS - netplus.ch SA,198.32.160.113,748223,0,11,New York City US,NYIIX
Up,AS15547,NETPLUS - netplus.ch SA,2001:504:1::a501:5547:1,0,65200,11,New York City US,NYIIX
Up,AS15695,EXPEREO - Expereo International BV,198.32.160.175,17,0,11,New York City US,NYIIX
Up,AS15695,EXPEREO - Expereo International BV,2001:504:1::a501:5695:1,0,1,11,New York City US,NYIIX
Up,AS16570,TELOIP-SW-ASN - AgniCorp Inc.,198.32.160.40,11,0,11,New York City US,NYIIX
Up,AS19151,WVFIBER-1 - WV FIBER,198.32.160.137,735949,0,11,New York City US,NYIIX
Up,AS19151,WVFIBER-1 - WV FIBER,2001:504:1::a501:9151:1,0,66290,11,New York City US,NYIIX
Up,AS20940,AKAMAI-ASN1 - Akamai International B.V.,198.32.160.47,26,0,11,New York City US,NYIIX
Up,AS20940,AKAMAI-ASN1 - Akamai International B.V.,2001:504:1::a502:940:1,0,4,11,New York City US,NYIIX
Up,AS22691,ISPNET-1 - ISPnet,198.32.160.15,72,0,11,New York City US,NYIIX
Up,AS22691,ISPNET-1 - ISPnet,198.32.160.60,73,0,11,New York City US,NYIIX
Up,AS24482,SGGS-AS-AP SG.GS,198.32.160.242,739312,0,11,New York City US,NYIIX
Up,AS24482,SGGS-AS-AP SG.GS,2001:504:1::a502:4482:1,0,65068,11,New York City US,NYIIX
Up,AS27257,WEBAIR-INTERNET - Webair Internet Development Company Inc.,198.32.160.100,124,0,11,New York City US,NYIIX
Up,AS29838,AMC - Atlantic Metro Communications,198.32.160.107,132,0,11,New York City US,NYIIX
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,198.32.160.11,756174,0,11,New York City US,NYIIX
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,2001:504:1::a504:2473:1,0,64705,11,New York City US,NYIIX
Up,AS46450,PILOT - Pilot Fiber,198.32.160.124,148,0,11,New York City US,NYIIX
Up,AS46450,PILOT - Pilot Fiber,2001:504:1::a504:6450:1,0,14,11,New York City US,NYIIX
Up,AS51185,ONECOM-AS - Onecom Global Communications LTD,198.32.160.168,740620,0,11,New York City US,NYIIX
Up,AS397143,NEPTUNE-NETWORKS - Neptune Networks,198.32.160.58,168844,0,11,New York City US,NYIIX
Up,AS397143,NEPTUNE-NETWORKS - Neptune Networks,2001:504:1::a539:7143:1,0,63477,11,New York City US,NYIIX
Up,AS286,KPN - KPN B.V.,2001:7f8::11e:0:1,0,62727,12,Frankfurt Germany,DE-CIX
Up,AS553,BELWUE - Universitaet Stuttgart,2001:7f8::229:0:1,0,64018,12,Frankfurt Germany,DE-CIX
Up,AS553,BELWUE - Universitaet Stuttgart,80.81.192.175,743080,0,12,Frankfurt Germany,DE-CIX
Up,AS680,DFN - Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,2001:7f8::2a8:0:1,0,63589,12,Frankfurt Germany,DE-CIX
Up,AS680,DFN - Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,80.81.192.222,740082,0,12,Frankfurt Germany,DE-CIX
Up,AS2857,RLP-NET - Johannes Gutenberg-Universitaet Mainz,2001:7f8::b29:0:1,0,64888,12,Frankfurt Germany,DE-CIX
Up,AS2914,NTT-COMMUNICATIONS-2914 - NTT America,2001:7f8::b62:0:1,0,62500,12,Frankfurt Germany,DE-CIX
Up,AS2914,NTT-COMMUNICATIONS-2914 - NTT America,80.81.192.46,730976,0,12,Frankfurt Germany,DE-CIX
Up,AS3257,GTT-BACKBONE - GTT Communications Inc.,2001:7f8::cb9:0:1,0,62510,12,Frankfurt Germany,DE-CIX
Up,AS3257,GTT-BACKBONE - GTT Communications Inc.,80.81.192.30,217067,0,12,Frankfurt Germany,DE-CIX
Up,AS5413,AS5413 - Daisy Communications Ltd,2001:7f8::1525:0:1,0,13,12,Frankfurt Germany,DE-CIX
Up,AS5413,AS5413 - Daisy Communications Ltd,80.81.192.11,142,0,12,Frankfurt Germany,DE-CIX
Up,AS5430,FREENETDE - freenet Datenkommunikations GmbH,80.81.192.49,20,0,12,Frankfurt Germany,DE-CIX
Up,AS6461,ZAYO-6461 - Zayo Bandwidth,2001:7f8::193d:0:1,0,3585,12,Frankfurt Germany,DE-CIX
Up,AS6461,ZAYO-6461 - Zayo Bandwidth,80.81.194.26,63640,0,12,Frankfurt Germany,DE-CIX
Up,AS6667,EUNET-FINLAND - Elisa Oyj,2001:7f8::1a0b:0:1,0,62967,12,Frankfurt Germany,DE-CIX
Up,AS6762,SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.,2001:7f8::1a6a:0:1,0,62595,12,Frankfurt Germany,DE-CIX
Up,AS6762,SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.,80.81.192.194,731695,0,12,Frankfurt Germany,DE-CIX
Up,AS6774,ASN-BICS - Belgacom International Carrier Services SA,2001:7f8::1a76:0:1,0,52,12,Frankfurt Germany,DE-CIX
Up,AS6830,LGI-UPC - Liberty Global B.V.,2001:7f8::1aae:0:2,0,990,12,Frankfurt Germany,DE-CIX
Up,AS6830,LGI-UPC - Liberty Global B.V.,80.81.192.111,12893,0,12,Frankfurt Germany,DE-CIX
Up,AS6866,CYTA-NETWORK - Cyprus Telecommunications Authority,2001:7f8::1ad2:0:1,0,9,12,Frankfurt Germany,DE-CIX
Up,AS6866,CYTA-NETWORK - Cyprus Telecommunications Authority,80.81.193.153,153,0,12,Frankfurt Germany,DE-CIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,2001:7f8::1b1b:0:1,0,63479,12,Frankfurt Germany,DE-CIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,80.81.192.172,130162,0,12,Frankfurt Germany,DE-CIX
Up,AS8220,COLT - COLT Technology Services Group Limited,2001:7f8::201c:0:1,0,334,12,Frankfurt Germany,DE-CIX
Up,AS8220,COLT - COLT Technology Services Group Limited,2001:7f8::201c:0:2,0,334,12,Frankfurt Germany,DE-CIX
Up,AS8220,COLT - COLT Technology Services Group Limited,80.81.192.61,3368,0,12,Frankfurt Germany,DE-CIX
Up,AS8220,COLT - COLT Technology Services Group Limited,80.81.193.61,3368,0,12,Frankfurt Germany,DE-CIX
Up,AS8222,NETPLACE - netplace Telematic GmbH,80.81.194.82,734321,0,12,Frankfurt Germany,DE-CIX
Up,AS8319,NETHINKS-AS - NETHINKS GmbH,2001:7f8::207f:0:1,0,2,12,Frankfurt Germany,DE-CIX
Up,AS8319,NETHINKS-AS - NETHINKS GmbH,80.81.193.94,14,0,12,Frankfurt Germany,DE-CIX
Up,AS8359,MTS - MTS PJSC,2001:7f8::20a7:0:1,0,324,12,Frankfurt Germany,DE-CIX
Up,AS8359,MTS - MTS PJSC,80.81.192.78,6302,0,12,Frankfurt Germany,DE-CIX
Up,AS8365,MANDA - Man-da.de GmbH,2001:7f8::20ad:0:1,0,12,12,Frankfurt Germany,DE-CIX
Up,AS8365,MANDA - Man-da.de GmbH,80.81.192.6,54,0,12,Frankfurt Germany,DE-CIX
Up,AS8447,TELEKOM-AT - A1 Telekom Austria AG,80.81.192.69,804,0,12,Frankfurt Germany,DE-CIX
Up,AS8551,BEZEQ-INTERNATIONAL-AS - Bezeq International-Ltd,80.81.192.191,1431,0,12,Frankfurt Germany,DE-CIX
Up,AS8560,ONEANDONE-AS - 1&1 Internet SE,80.81.192.123,308,0,12,Frankfurt Germany,DE-CIX
Up,AS8648,KAMP-DE - KAMP Netzwerkdienste GmbH,80.81.192.42,7,0,12,Frankfurt Germany,DE-CIX
Up,AS8708,RCS-RDS - RCS & RDS SA,2001:7f8::2204:0:1,0,41,12,Frankfurt Germany,DE-CIX
Up,AS8708,RCS-RDS - RCS & RDS SA,80.81.192.87,843,0,12,Frankfurt Germany,DE-CIX
Up,AS8763,DENIC-AS - DENIC eG,2001:7f8::223b:0:1,0,13,12,Frankfurt Germany,DE-CIX
Up,AS9002,RETN-AS - RETN Limited,2001:7f8::232a:0:1,0,63269,12,Frankfurt Germany,DE-CIX
Up,AS9063,SAARGATE-AS - VSE NET GmbH,80.81.192.100,123,0,12,Frankfurt Germany,DE-CIX
Up,AS12355,HAMCOM-DE - HeLi NET Telekommunication GmbH & Co.,2001:7f8::3043:0:1,0,9,12,Frankfurt Germany,DE-CIX
Up,AS12355,HAMCOM-DE - HeLi NET Telekommunication GmbH & Co.,80.81.192.240,15,0,12,Frankfurt Germany,DE-CIX
Up,AS12713,OTEGLOBE - OTEGlobe - OTE Global Solutions SA,80.81.192.207,3543,0,12,Frankfurt Germany,DE-CIX
Up,AS13030,INIT7 - Init7 (Switzerland) Ltd.,2001:7f8::32e6:0:1,0,50851,12,Frankfurt Germany,DE-CIX
Up,AS13101,TNG-AS - ennit server GmbH,80.81.192.83,263,0,12,Frankfurt Germany,DE-CIX
Up,AS15600,FINECOM - Quickline AG,80.81.192.138,129,0,12,Frankfurt Germany,DE-CIX
Up,AS20811,BRENNERCOM-AS - Brennercom S.p.A.,2001:7f8::514b:0:1,0,62935,12,Frankfurt Germany,DE-CIX
Up,AS20811,BRENNERCOM-AS - Brennercom S.p.A.,80.81.194.131,732766,0,12,Frankfurt Germany,DE-CIX
Up,AS20940,AKAMAI-ASN1 - Akamai International B.V.,80.81.192.168,43,0,12,Frankfurt Germany,DE-CIX
Up,AS20940,AKAMAI-ASN1 - Akamai International B.V.,80.81.192.28,47,0,12,Frankfurt Germany,DE-CIX
Up,AS21263,TELEDATA-AS - TeleData GmbH,2001:7f8::530f:0:1,0,8,12,Frankfurt Germany,DE-CIX
Up,AS21263,TELEDATA-AS - TeleData GmbH,80.81.192.250,24,0,12,Frankfurt Germany,DE-CIX
Up,AS21320,GEANT_IAS_VRF - GEANT Vereniging,2001:7f8::51e5:0:1,0,181,12,Frankfurt Germany,DE-CIX
Up,AS21320,GEANT_IAS_VRF - GEANT Vereniging,80.81.192.173,1461,0,12,Frankfurt Germany,DE-CIX
Up,AS21336,INFORENT-AS - INFORENT GmbH,80.81.192.189,2,0,12,Frankfurt Germany,DE-CIX
Up,AS21385,TNIB - Trusted Network GmbH,80.81.192.79,459,0,12,Frankfurt Germany,DE-CIX
Up,AS25220,GLOBALNOC-AS - equada network GmbH,2001:7f8::6284:0:1,0,64984,12,Frankfurt Germany,DE-CIX
Up,AS25220,GLOBALNOC-AS - equada network GmbH,80.81.194.140,743210,0,12,Frankfurt Germany,DE-CIX
Up,AS29140,HOSTSERVER-AS - Hostserver GmbH,2001:7f8::71d4:0:1,0,64873,12,Frankfurt Germany,DE-CIX
Up,AS29140,HOSTSERVER-AS - Hostserver GmbH,80.81.194.59,734890,0,12,Frankfurt Germany,DE-CIX
Up,AS29686,PROBENETWORKS-AS - Probe Networks,2001:7f8::73f6:0:1,0,65237,12,Frankfurt Germany,DE-CIX
Up,AS29686,PROBENETWORKS-AS - Probe Networks,80.81.192.133,733723,0,12,Frankfurt Germany,DE-CIX
Up,AS31027,NIANET-AS - Nianet A/S,2001:7f8::7933:0:1,0,121,12,Frankfurt Germany,DE-CIX
Up,AS31027,NIANET-AS - Nianet A/S,80.81.194.79,436,0,12,Frankfurt Germany,DE-CIX
Up,AS31042,SERBIA-BROADBAND-AS - Serbia BroadBand-Srpske Kablovske mreze d.o.o.,2001:7f8::7942:0:1,0,1,12,Frankfurt Germany,DE-CIX
Up,AS31042,SERBIA-BROADBAND-AS - Serbia BroadBand-Srpske Kablovske mreze d.o.o.,80.81.194.190,403,0,12,Frankfurt Germany,DE-CIX
Up,AS32934,FACEBOOK - Facebook,80.81.194.40,38,0,12,Frankfurt Germany,DE-CIX
Up,AS32934,FACEBOOK - Facebook,80.81.195.40,38,0,12,Frankfurt Germany,DE-CIX
Up,AS33891,CORE-BACKBONE - Core-Backbone GmbH,2001:7f8::8463:0:1,0,1119,12,Frankfurt Germany,DE-CIX
Up,AS33891,CORE-BACKBONE - Core-Backbone GmbH,80.81.192.187,4633,0,12,Frankfurt Germany,DE-CIX
Up,AS34288,AS34288 - Kantonsschule Zug,2001:7f8::85f0:0:1,0,66669,12,Frankfurt Germany,DE-CIX
Up,AS34288,AS34288 - Kantonsschule Zug,80.81.194.119,756494,0,12,Frankfurt Germany,DE-CIX
Up,AS35320,ETT-AS - Eurotranstelecom Ltd,2001:7f8::89f8:0:1,0,112,12,Frankfurt Germany,DE-CIX
Up,AS35320,ETT-AS - Eurotranstelecom Ltd,80.81.192.113,2294,0,12,Frankfurt Germany,DE-CIX
Up,AS42708,PORTLANE - GleSYS AB,2001:7f8::a6d4:0:1,0,105,12,Frankfurt Germany,DE-CIX
Up,AS42708,PORTLANE - GleSYS AB,80.81.194.215,649,0,12,Frankfurt Germany,DE-CIX
Up,AS47147,AS-ANX - ANEXIA Internetdienstleistungs GmbH,2001:7f8::a5e9:0:3,0,62567,12,Frankfurt Germany,DE-CIX
Up,AS47147,AS-ANX - ANEXIA Internetdienstleistungs GmbH,80.81.195.166,734149,0,12,Frankfurt Germany,DE-CIX
Up,AS47441,"TRUNKM - TRUNK MOBILE, INC",80.81.193.128,747267,0,12,Frankfurt Germany,DE-CIX
Up,AS47692,NESSUS - Nessus GmbH,2001:7f8::ba4c:0:1,0,65047,12,Frankfurt Germany,DE-CIX
Up,AS47692,NESSUS - Nessus GmbH,80.81.194.100,743373,0,12,Frankfurt Germany,DE-CIX
Up,AS47950,LNK - LNK Systems Muntenia SRL,2001:7f8::bb4e:0:1,0,64330,12,Frankfurt Germany,DE-CIX
Up,AS47950,LNK - LNK Systems Muntenia SRL,80.81.195.243,730639,0,12,Frankfurt Germany,DE-CIX
Up,AS50384,W-IX_LTD - W-IX LTD,80.81.194.83,3165,0,12,Frankfurt Germany,DE-CIX
Up,AS57111,ALTITUD - ALTITUD S.r.l.,2001:7f8::df17:0:1,0,657,12,Frankfurt Germany,DE-CIX
Up,AS57111,ALTITUD - ALTITUD S.r.l.,80.81.194.92,2,0,12,Frankfurt Germany,DE-CIX
Up,AS60169,GFIT-AS - G-FIT Gesellschaft fuer innovative Telekommunikationsdienste mbH & Co. KG,2001:7f8::eb09:0:1,0,18,12,Frankfurt Germany,DE-CIX
Up,AS60169,GFIT-AS - G-FIT Gesellschaft fuer innovative Telekommunikationsdienste mbH & Co. KG,80.81.192.52,117,0,12,Frankfurt Germany,DE-CIX
Up,AS60501,SIRIUSTEC-IT - Sirius Technology SRL,2001:7f8::ec55:0:1,0,63430,12,Frankfurt Germany,DE-CIX
Up,AS60501,SIRIUSTEC-IT - Sirius Technology SRL,80.81.195.14,736051,0,12,Frankfurt Germany,DE-CIX
Up,AS206356,FREIFUNK-ESSEN - Freifunk Essen e.V.,2001:7f8::3:2614:0:1,0,65005,12,Frankfurt Germany,DE-CIX
Up,AS206356,FREIFUNK-ESSEN - Freifunk Essen e.V.,80.81.195.178,743564,0,12,Frankfurt Germany,DE-CIX
Up,AS2854,ROSPRINT-AS - LLC Equant,195.208.210.19,244,0,13,Moscow Russian Federation,MSK-IX
Up,AS2854,ROSPRINT-AS - LLC Equant,2001:7f8:20:101::210:19,0,14,13,Moscow Russian Federation,MSK-IX
Up,AS2895,FREE-NET-AS - OOO FREEnet Group,195.208.208.36,745324,0,13,Moscow Russian Federation,MSK-IX
Up,AS3267,RUNNET - The federal state autonomous educational establishment of additional professional education Center of Realization of State Educational Policy and Informational Technologies,195.208.208.44,2905,0,13,Moscow Russian Federation,MSK-IX
Up,AS3267,RUNNET - The federal state autonomous educational establishment of additional professional education Center of Realization of State Educational Policy and Informational Technologies,2001:7f8:20:101::208:44,0,228,13,Moscow Russian Federation,MSK-IX
Up,AS6866,CYTA-NETWORK - Cyprus Telecommunications Authority,195.208.208.188,136,0,13,Moscow Russian Federation,MSK-IX
Up,AS6866,CYTA-NETWORK - Cyprus Telecommunications Authority,2001:7f8:20:101::208:188,0,9,13,Moscow Russian Federation,MSK-IX
Up,AS6939,HURRICANE - Hurricane Electric LLC,195.208.210.40,116967,0,13,Moscow Russian Federation,MSK-IX
Up,AS6939,HURRICANE - Hurricane Electric LLC,2001:7f8:20:101::210:40,0,29546,13,Moscow Russian Federation,MSK-IX
Up,AS8331,RINET-AS - Cronyx Plus Ltd.,195.208.208.111,119,0,13,Moscow Russian Federation,MSK-IX
Up,AS8359,MTS - MTS PJSC,195.208.208.30,6831,0,13,Moscow Russian Federation,MSK-IX
Up,AS8470,MACOMNET - JSC Macomnet,195.208.208.59,59,0,13,Moscow Russian Federation,MSK-IX
Up,AS8470,MACOMNET - JSC Macomnet,2001:7f8:20:101::208:59,0,11,13,Moscow Russian Federation,MSK-IX
Up,AS9002,RETN-AS - RETN Limited,195.208.208.187,740692,0,13,Moscow Russian Federation,MSK-IX
Up,AS20764,RASCOM-AS - CJSC RASCOM,195.208.208.223,744754,0,13,Moscow Russian Federation,MSK-IX
Up,AS20764,RASCOM-AS - CJSC RASCOM,2001:7f8:20:101::208:223,0,65075,13,Moscow Russian Federation,MSK-IX
